N;K3;K5;K7;K9;K11;K13;K15;K17;K19;K21;K23;K25
5400;252;160;81;141;77;74;70;77;74;136;81;82;
5500;261;167;81;143;76;133;138;72;78;143;147;148;
5600;108;166;82;147;112;140;140;136;142;147;146;147;
5700;260;154;157;99;150;142;145;80;82;147;98;152;
5800;256;158;155;153;84;146;81;141;77;147;154;155;
5900;275;174;153;147;153;147;82;146;81;154;87;104;
6000;169;185;87;158;156;142;150;154;152;156;161;162;
6100;291;184;91;159;86;84;154;152;154;158;159;164;
6200;113;189;167;159;87;86;157;156;82;161;93;165;
6300;309;192;168;163;93;153;158;89;159;92;166;167;
6400;273;189;93;166;160;90;163;160;162;165;167;169;
6500;278;204;96;159;166;90;160;165;106;97;98;175;
6600;297;190;93;171;170;92;93;92;103;171;101;178;
6700;283;193;172;94;93;169;92;166;169;173;102;178;
6800;175;207;177;174;100;168;92;105;101;175;176;180;
6900;183;212;101;98;175;169;172;175;175;105;184;181;
7000;320;198;187;182;98;121;174;124;176;182;107;186;
7100;189;199;100;98;183;177;174;124;101;181;186;194;
7200;349;118;192;186;183;98;179;155;182;186;162;194;
7300;301;209;195;102;105;182;182;99;187;191;194;194;
7400;198;125;196;194;186;182;103;188;186;194;196;112;
7500;315;213;192;192;192;180;187;185;108;195;112;196;
7600;326;122;206;186;104;112;191;191;195;171;178;202;
7700;337;234;208;188;109;104;183;190;195;196;113;203;
7800;392;235;169;199;202;190;188;198;195;205;207;124;
7900;379;224;209;204;207;196;108;194;205;206;212;212;
8000;377;129;217;197;211;106;202;203;203;204;212;216;
8100;367;234;200;204;205;198;204;201;204;206;213;125;
8200;366;130;200;114;206;203;112;116;205;122;217;214;
8300;419;256;214;212;213;207;209;209;209;215;218;128;
8400;396;255;216;216;214;213;213;210;214;216;217;222;
8500;219;237;219;120;218;209;209;216;213;222;127;226;
8600;228;137;223;185;129;208;220;122;217;129;227;227;
8700;380;262;124;224;220;207;122;219;220;222;228;234;
8800;323;257;237;227;225;213;223;122;124;229;226;234;
8900;414;250;235;231;226;220;224;220;150;232;234;237;
9000;235;272;135;231;229;221;126;227;129;233;235;211;
9100;458;262;130;128;234;221;126;139;228;234;242;244;
9200;425;271;236;233;237;226;233;236;125;237;135;145;
9300;428;143;246;246;231;127;234;238;227;240;246;250;
9400;243;277;131;132;232;233;231;130;236;237;247;249;
9500;406;154;242;239;138;239;236;237;239;150;153;253;
9600;422;285;255;243;249;231;241;234;246;249;257;257;
9700;296;156;148;254;245;238;245;243;247;254;261;264;
9800;425;275;253;257;250;244;142;251;141;143;257;269;
9900;487;250;244;256;252;148;136;140;247;258;260;151;
10000;491;298;215;262;252;248;253;255;253;258;265;268;
