N;K3;K5;K7;K9;K11;K13;K15;K17;K19;K21;K23;K25
3500;10035;6216;5298;4952;4749;4591;4440;4504;4375;4360;4467;4471;
3600;10321;6333;5466;5002;4834;4727;4622;4630;4475;4588;4618;4538;
3700;10484;6504;5603;5176;4925;4889;4730;4737;4651;4631;4738;4829;
3800;10862;6720;5722;5280;5063;5047;4821;4806;4766;4651;4834;4786;
3900;11191;6867;5964;5431;5193;5086;5009;4931;4843;4880;4857;5015;
4000;11495;7030;6017;5592;5341;5202;5091;5122;5000;5054;5012;5126;
4100;11775;7303;6164;5682;5493;5375;5201;5251;5105;5043;5079;5185;
4200;12052;7459;6384;5810;5589;5492;5302;5307;5264;5147;5262;5245;
4300;12358;7569;6454;5961;5727;5545;5459;5374;5362;5267;5269;5481;
4400;12560;7720;6557;6122;5903;5727;5577;5574;5550;5430;5335;5592;
4500;12917;7924;6714;6271;5972;5774;5732;5616;5670;5572;5421;5587;
4600;13139;8096;6829;6358;6117;5911;5844;5729;5798;5656;5573;5679;
4700;13498;8272;7027;6528;6192;6122;5986;5999;5966;5797;5729;5933;
4800;13895;8515;7194;6641;6372;6226;6115;6022;6071;5948;5785;5955;
4900;14099;8580;7330;6772;6487;6283;6171;6063;6148;6039;5889;6037;
5000;14313;8836;7455;6861;6623;6359;6373;6264;6311;6128;6154;6157;
5100;14726;8952;7555;7024;6764;6480;6474;6270;6352;6323;6210;6342;
5200;14877;9269;7695;7187;6822;6630;6540;6376;6453;6375;6306;6309;
5300;15173;9236;7850;7309;6944;6772;6662;6571;6542;6584;6487;6400;
5400;15333;9443;7986;7409;7106;6876;6889;6685;6677;6602;6552;6492;
5500;15610;9642;8217;7589;7188;7052;6944;6753;6843;6794;6650;6691;
5600;16113;9909;8308;7654;7341;7196;7049;6901;6878;6917;6802;6803;
5700;16383;10114;8470;7797;7471;7306;7273;7054;7083;7067;6911;6825;
5800;16684;10172;8624;7925;7574;7441;7333;7167;7105;7135;7051;6986;
5900;16844;10318;8847;8113;7746;7494;7454;7288;7192;7232;7168;7161;
6000;17285;10527;9000;8271;7847;7649;7565;7407;7355;7420;7220;7188;
6100;17729;10659;9101;8311;8026;7821;7647;7504;7455;7566;7520;7305;
6200;17692;10836;9177;8505;8103;7912;7765;7705;7539;7550;7500;7473;
6300;18132;11103;9364;8613;8236;8065;7976;7788;7656;7684;7635;7562;
6400;18272;11247;9466;8758;8403;8179;8057;7949;7773;7777;7792;7627;
6500;18570;11340;9610;8890;8490;8280;8146;8012;7933;7904;7987;7785;
6600;18812;11593;9790;9000;8576;8393;8167;8171;8052;8137;8021;7971;
6700;19047;11692;10014;9105;8698;8547;8314;8261;8155;8157;8186;7988;
6800;19783;11892;10130;9271;8863;8657;8411;8366;8270;8183;8255;8234;
6900;19676;12070;10270;9407;8974;8828;8440;8490;8409;8307;8323;8231;
7000;20210;12152;10393;9536;9075;8892;8583;8696;8394;8455;8518;8449;
7100;20352;12281;10495;9619;9229;9044;8731;8773;8573;8557;8598;8557;
7200;20509;12555;10605;9738;9367;9132;8867;8919;8677;8764;8764;8701;
7300;20901;12689;10825;9995;9508;9264;8982;9015;8798;8759;8909;8789;
7400;21210;12842;10957;10034;9623;9412;9071;9145;8961;8903;8930;8954;
7500;21434;13094;11046;10227;9763;9599;9240;9222;9051;8988;9073;8979;
7600;21732;13185;11185;10362;9898;9661;9331;9364;9155;9074;9093;9314;
7700;21926;13418;11331;10458;10043;9748;9479;9537;9227;9196;9276;9251;
7800;22290;13673;11525;10600;10202;9888;9577;9553;9427;9317;9337;9321;
7900;22637;13863;11692;10710;10314;10035;9708;9693;9503;9473;9543;9526;
8000;22860;14095;11787;10897;10414;10121;9830;9834;9684;9601;9551;9747;
8100;23130;14118;11964;11002;10522;10311;9956;9900;9813;9693;9750;9760;
8200;23355;14347;12103;11124;10623;10385;10164;10019;9851;9841;9807;9800;
8300;24054;14417;12245;11260;10832;10472;10260;10150;10033;9909;9872;9946;
8400;24033;14703;12371;11379;10909;10605;10329;10317;10203;9975;9995;10124;
8500;24487;14823;12551;11484;10984;10651;10423;10400;10254;10095;10103;10233;
8600;24856;14970;12629;11613;11124;10832;10596;10542;10403;10252;10196;10224;
8700;25005;15069;12811;11741;11343;10873;10714;10582;10558;10365;10329;10444;
8800;25456;15261;12891;11984;11409;11058;10767;10657;10603;10565;10409;10536;
8900;25462;15432;13096;12086;11617;11137;10922;10784;10754;10583;10512;10593;
9000;25842;15601;13174;12249;11618;11215;11111;11018;10943;10821;10544;10693;
9100;26077;15791;13338;12428;11740;11291;11181;11031;10957;10844;10758;10850;
9200;26480;15879;13489;12456;11911;11423;11432;11135;11131;10976;10945;11003;
9300;26683;16086;13583;12606;12032;11662;11442;11263;11221;10990;10955;10970;
9400;26796;16205;13810;12803;12158;11778;11575;11449;11288;11123;11103;11207;
9500;27309;16405;13932;12821;12296;11884;11697;11584;11460;11234;11186;11224;
9600;27630;16571;14069;12954;12389;11982;11811;11594;11725;11432;11383;11288;
9700;27990;16815;14234;13130;12502;12080;11945;11757;11683;11542;11391;11402;
9800;27977;16930;14306;13241;12647;12243;12004;11772;11775;11615;11555;11468;
9900;28345;17087;14487;13410;12715;12329;12139;11859;11926;11848;11686;11656;
10000;28584;17356;14582;13545;12856;12450;12330;12038;11976;11862;11818;11734;
