N;K3;K5;K7;K9;K11;K13;K15;K17;K19;K21;K23;K25
5500;11873;8399;6974;6773;6533;6312;6388;6157;6217;6216;6159;5999;
5600;12059;8313;7456;7045;6564;6527;6421;6316;6395;6271;6276;6061;
5700;13114;8690;7420;7157;6633;6714;6500;6401;6500;6356;6412;6286;
5800;13228;8446;7794;7099;6793;6765;6792;6566;6637;6520;6437;6285;
5900;14152;8643;7831;7129;7118;6644;6901;6729;6579;6623;6529;6492;
6000;13405;9093;7895;7440;7205;6955;7033;6910;6776;6743;6677;6707;
6100;14257;8973;8027;7336;7304;7156;7026;6985;6950;6877;6800;6750;
6200;13927;9444;8168;7502;7315;7325;7136;6980;7050;7005;6916;6828;
6300;13602;9230;8371;7767;7382;7414;7272;7086;7075;7104;6894;6846;
6400;14878;9852;8407;7950;7550;7502;7228;7348;7157;7215;6932;7031;
6500;15402;9702;8661;8135;7622;7473;7515;7352;7256;7359;7268;7194;
6600;13915;9828;8720;8007;7769;7672;7648;7542;7364;7314;7248;7243;
6700;14956;10051;8578;8221;7986;7935;7676;7639;7489;7517;7382;7488;
6800;14578;10262;8907;8248;8258;7923;7768;7622;7714;7485;7646;7384;
6900;15371;9585;9139;8551;8221;8031;7883;7885;7729;7779;7725;7609;
7000;15044;10549;9215;8521;8272;8051;7826;7970;7826;7894;7828;7605;
7100;15008;10397;9486;8639;8436;8256;8050;8025;7899;7864;7972;7753;
7200;15518;10611;9499;8788;8349;8455;8190;8175;7880;8082;8119;7995;
7300;16701;11025;9642;9037;8670;8540;8311;8410;8232;8081;8247;8096;
7400;17155;10376;9390;9165;8814;8622;8422;8448;8270;8337;8232;8246;
7500;15304;11115;9854;9405;8679;8695;8508;8430;8362;8401;8380;8409;
7600;19439;10799;9968;9424;9141;8904;8604;8726;8490;8454;8468;8265;
7700;17304;11599;10103;9501;9092;8886;8822;8735;8661;8587;8571;8448;
7800;18105;11895;10286;9763;9355;9147;8767;8896;8802;8615;8744;8571;
7900;19405;11320;10552;9965;9187;9248;8935;8865;8723;8862;8794;8750;
8000;18915;11885;10645;9923;9547;9240;8957;9008;8987;8898;8902;8912;
8100;18516;12337;10825;10023;9669;9463;9106;9132;9134;8934;8980;8922;
8200;18751;12031;10802;10055;9870;9629;9170;9402;9232;9155;9103;9245;
8300;18916;12675;11009;10175;9647;9617;9531;9389;9233;9110;9207;9162;
8400;19936;12784;11094;10384;10053;9577;9486;9418;9390;9400;9291;9351;
8500;19119;12737;10937;10670;10172;9599;9741;9673;9495;9490;9435;9451;
8600;18981;12926;11374;10323;10245;9919;9692;9791;9531;9616;9419;9597;
8700;19953;12543;11451;10824;10197;10084;9913;9705;9904;9669;9568;9726;
8800;19860;13951;11313;11022;10482;10049;9962;10007;9964;9852;9596;9659;
8900;20313;13266;11789;10795;10582;10176;10184;9865;9886;9947;9765;9830;
9000;19371;13639;11932;10972;10800;10493;10310;10137;9982;10068;9912;10034;
9100;19243;13229;12066;11319;10899;10359;10488;10021;10304;10017;9997;10083;
9200;21353;12856;12102;11434;10949;10670;10540;10181;10247;10301;10161;10140;
9300;21378;14090;11935;11591;10688;10761;10532;10491;10414;10238;10284;10244;
9400;20595;13158;12694;11623;11249;10760;10600;10582;10443;10450;10429;10326;
9500;20451;13679;12578;11879;11450;11068;10912;10542;10681;10366;10462;10369;
9600;20323;14153;12722;11837;11185;11137;11082;10759;10820;10569;10614;10560;
9700;20360;14750;12371;11976;11666;11424;11037;10979;10753;10747;10644;10709;
9800;22222;14949;13529;12224;11184;11450;11201;10970;11001;10684;10781;10717;
9900;23033;14249;13066;12090;12019;11578;10896;11142;11313;10973;10705;10662;
10000;23119;15198;13340;11975;11954;11680;11327;11084;11293;11229;11017;11048;
